temperature,humidity,co2_ppm,hour_of_day,day_of_week,expected_occupancy,actual_occupancy,outdoor_temp,floor,volume_m3,ac_btu,target_temp_offset,room_id,is_synthetic
20.98,67.6,801.73,16,4,36,15.0,20.53,6,150,30000,0.9835,M604,0
20.67,72.3,799.4,16,4,36,15.0,20.46,6,150,30000,0.9229,M604,0
19.82,71.7,422.0,16,4,0,0.0,20.46,8,150,30000,0.0202,M802,0
19.89,68.7,814.22,16,4,36,16.0,20.38,6,150,30000,0.9634,M604,0
20.82,65.8,786.09,16,4,36,15.0,20.3,6,150,30000,0.9847,M604,0
20.65,68.6,800.72,16,4,36,15.0,20.21,6,150,30000,1.106,M604,0
20.59,65.8,802.93,17,4,36,15.0,20.12,6,150,30000,0.9984,M604,0
20.71,68.7,808.52,17,4,36,16.0,20.03,6,150,30000,0.989,M604,0
20.35,71.0,807.47,17,4,36,15.0,19.93,6,150,30000,0.8881,M604,0
20.43,71.4,796.7,17,4,36,15.0,19.83,6,150,30000,0.9256,M604,0
20.63,69.7,773.42,17,4,36,14.0,19.72,6,150,30000,0.8718,M604,0
20.37,64.7,442.52,17,4,0,1.0,19.72,10,190,36000,0.1514,M1001,0
21.19,69.6,791.77,17,4,36,15.0,19.61,6,150,30000,0.8408,M604,0
19.38,70.7,415.22,18,4,0,0.0,19.5,10,190,36000,0.0699,M1001,0
20.66,67.3,801.76,18,4,36,15.0,19.5,6,150,30000,0.9862,M604,0
19.39,69.1,422.5,19,4,28,0.0,18.39,10,190,36000,0.0,M1001,0
19.94,69.5,422.35,19,4,28,0.0,18.26,10,190,36000,0.0,M1001,0
20.38,67.0,428.6,19,4,28,0.0,18.13,10,190,36000,0.0,M1001,0
20.39,71.5,612.38,20,4,28,8.0,18.0,10,190,36000,0.4946,M1001,0
19.83,70.1,412.17,20,4,0,0.0,17.87,6,150,30000,0.0,M604,0
20.65,69.1,610.13,20,4,28,8.0,17.87,10,190,36000,0.3131,M1001,0
20.45,69.4,624.61,20,4,28,8.0,17.74,10,190,36000,0.4881,M1001,0
19.85,71.4,607.66,20,4,28,8.0,17.61,10,190,36000,0.6254,M1001,0
20.31,66.6,413.04,20,4,0,0.0,17.61,4,190,36000,0.0087,A403,0
20.36,71.9,614.86,20,4,28,8.0,17.48,10,190,36000,0.5729,M1001,0
20.1,72.6,616.43,20,4,28,8.0,17.35,10,190,36000,0.4743,M1001,0
20.27,67.9,612.76,21,4,28,8.0,17.22,10,190,36000,0.2701,M1001,0
19.83,69.8,604.17,21,4,28,7.0,17.1,10,190,36000,0.4266,M1001,0
20.06,66.6,623.35,21,4,28,8.0,16.97,10,190,36000,0.4093,M1001,0
20.21,65.9,599.09,21,4,28,7.0,16.85,10,190,36000,0.2704,M1001,0
19.78,69.9,627.1,21,4,28,8.0,16.73,10,190,36000,0.5055,M1001,0
20.29,70.6,612.99,21,4,28,8.0,16.61,10,190,36000,0.4657,M1001,0
20.72,71.3,614.36,22,4,28,8.0,16.5,10,190,36000,0.366,M1001,0
19.87,70.7,437.74,22,4,0,1.0,16.07,4,190,36000,0.1119,A403,0
20.03,76.5,442.88,0,5,0,1.0,15.28,8,150,30000,0.0,M802,0
19.69,67.6,427.33,2,5,0,0.0,15.03,4,190,36000,0.0515,A403,0
19.93,71.9,417.79,4,5,0,0.0,15.7,4,190,36000,0.0,A403,0
20.3,62.0,437.34,5,5,0,1.0,16.07,8,150,30000,0.086,M802,0
20.14,70.0,410.3,7,5,0,0.0,17.35,6,150,30000,0.0,M604,0
20.07,67.4,436.31,8,5,0,1.0,18.39,6,150,30000,0.1889,M604,0
20.24,71.3,432.01,8,5,0,0.0,18.52,6,140,24000,0.0484,M602,0
20.27,70.8,421.59,9,5,0,0.0,19.27,10,190,36000,0.2061,M1001,0
19.9,68.6,418.64,10,5,0,0.0,19.72,10,190,36000,0.058,M1001,0
19.97,70.0,406.37,11,5,0,0.0,20.12,6,150,30000,0.0828,M601,0
20.01,71.2,419.92,14,5,0,0.0,21.0,6,150,30000,0.2382,M601,0
20.09,61.9,421.84,14,5,0,0.0,21.0,8,150,30000,0.0,M802,0
19.52,66.7,432.98,17,5,0,1.0,19.83,6,140,24000,0.068,M602,0
20.11,72.2,413.6,18,5,0,0.0,19.15,6,150,30000,0.1482,M601,0
19.79,68.5,428.19,19,5,0,0.0,18.26,10,190,36000,0.0559,M1001,0
19.76,67.8,421.27,20,5,0,0.0,18.0,4,190,36000,0.0783,A403,0
20.1,66.0,433.62,20,5,0,1.0,18.0,6,140,24000,0.0202,M602,0
20.32,65.4,414.83,22,5,0,0.0,16.28,6,150,30000,0.0451,M604,0
20.1,70.6,428.25,2,6,0,0.0,15.03,4,190,36000,0.0,A403,0
19.73,67.4,424.12,2,6,0,0.0,15.07,6,140,24000,0.0,M602,0
19.71,66.4,414.83,4,6,0,0.0,15.47,6,150,30000,0.0,M604,0
19.79,65.7,401.75,6,6,0,0.0,16.61,6,150,30000,0.0,M604,0
20.24,67.4,435.72,6,6,0,1.0,16.73,6,140,24000,0.0,M602,0
20.18,70.9,415.09,9,6,0,0.0,19.03,6,150,30000,0.0084,M601,0
19.33,71.9,436.37,11,6,0,1.0,20.38,10,190,36000,0.0,M1001,0
19.96,67.7,431.31,11,6,0,0.0,20.53,8,150,30000,0.0071,M802,0
20.58,69.3,400.0,12,6,0,0.0,20.86,6,150,30000,0.1204,M601,0
20.13,69.3,441.57,13,6,0,1.0,20.95,4,190,36000,0.2645,A403,0
20.64,65.4,438.62,13,6,0,1.0,21.0,8,150,30000,0.2226,M802,0
20.02,70.3,403.75,18,6,0,0.0,19.27,8,150,30000,0.0137,M802,0
20.65,68.7,410.59,18,6,0,0.0,19.27,6,150,30000,0.0,M604,0
19.57,65.9,400.0,19,6,0,0.0,18.78,6,150,30000,0.2062,M601,0
19.76,65.0,425.66,20,6,0,0.0,17.74,10,190,36000,0.0,M1001,0
19.96,68.1,416.88,21,6,0,0.0,17.1,10,190,36000,0.1347,M1001,0
20.09,67.3,428.62,21,6,0,0.0,16.73,6,140,24000,0.1249,M602,0
20.42,70.4,417.59,22,6,0,0.0,16.39,4,190,36000,0.0219,A403,0
20.01,67.4,400.0,0,0,0,0.0,15.34,6,150,30000,0.0,M601,0
19.74,67.6,406.47,1,0,0,0.0,15.0,10,190,36000,0.0106,M1001,0
19.77,65.4,411.99,2,0,0,0.0,15.05,4,190,36000,0.0,A403,0
20.28,69.6,400.0,5,0,0,0.0,15.97,6,140,24000,0.0209,M602,0
19.52,67.9,409.94,5,0,0,0.0,16.28,6,150,30000,0.0002,M601,0
19.67,67.1,437.69,6,0,0,1.0,16.85,6,150,30000,0.0829,M604,0
20.26,65.6,431.27,7,0,0,0.0,17.74,4,190,36000,0.076,A403,0
19.94,69.9,422.82,8,0,0,0.0,18.0,6,150,30000,0.1386,M601,0
19.76,63.9,404.3,8,0,0,0.0,18.0,8,150,30000,0.0,M802,0
19.91,71.0,428.39,9,0,0,0.0,18.78,8,150,30000,0.135,M802,0
20.16,68.7,415.21,10,0,0,0.0,20.03,10,190,36000,0.0828,M1001,0
20.04,68.8,406.15,11,0,0,0.0,20.12,6,140,24000,0.0429,M602,0
19.9,67.6,400.0,12,0,0,0.0,20.6,4,190,36000,0.1066,A403,0
19.87,65.4,415.28,12,0,0,0.0,20.6,6,150,30000,0.0696,M604,0
20.22,65.6,421.08,14,0,0,0.0,21.0,8,150,30000,0.2764,M802,0
20.15,69.4,400.0,15,0,0,0.0,20.77,6,150,30000,0.2317,M604,0
20.17,67.7,412.45,15,0,0,0.0,20.66,6,140,24000,0.2454,M602,0
20.07,71.6,413.22,16,0,36,0.0,20.38,4,190,36000,0.1408,A403,0
19.74,64.8,409.0,16,0,36,0.0,20.3,4,190,36000,0.16,A403,0
19.72,73.5,405.57,16,0,36,0.0,20.21,4,190,36000,0.0863,A403,0
20.47,67.5,827.96,17,0,36,16.0,20.12,4,190,36000,1.0048,A403,0
20.89,72.2,829.05,17,0,36,16.0,20.03,4,190,36000,1.1273,A403,0
20.54,71.0,843.22,17,0,36,17.0,19.93,4,190,36000,1.1676,A403,0
20.87,73.9,808.88,17,0,36,16.0,19.83,4,190,36000,0.9909,A403,0
20.8,68.2,807.8,17,0,36,16.0,19.72,4,190,36000,1.1197,A403,0
20.85,72.3,828.26,17,0,36,16.0,19.61,4,190,36000,0.927,A403,0
21.07,65.6,823.7,18,0,36,16.0,19.5,4,190,36000,0.9957,A403,0
19.86,61.3,416.28,20,0,0,0.0,17.74,10,190,36000,0.0,M1001,0
20.43,67.1,443.96,0,1,0,1.0,15.34,6,140,24000,0.0,M602,0
19.89,66.3,442.91,2,1,0,1.0,15.07,6,150,30000,0.0,M601,0
19.61,65.6,400.31,5,1,0,0.0,16.28,10,190,36000,0.0762,M1001,0
20.37,72.1,417.13,6,1,0,0.0,16.61,8,150,30000,0.0453,M802,0
20.73,63.1,418.1,6,1,0,0.0,16.61,4,190,36000,0.0947,A403,0
19.71,69.5,429.71,7,1,0,0.0,17.87,6,150,30000,0.0104,M604,0
20.11,69.0,410.39,8,1,36,0.0,18.39,8,150,30000,0.0,M802,0
19.46,69.6,429.3,8,1,36,0.0,18.52,8,150,30000,0.004,M802,0
19.78,64.6,400.38,8,1,36,0.0,18.65,8,150,30000,0.0,M802,0
21.04,69.6,689.61,9,1,36,11.0,18.78,8,150,30000,0.7392,M802,0
20.44,68.1,723.38,9,1,36,12.0,18.9,8,150,30000,0.8665,M802,0
20.16,66.8,695.14,9,1,36,11.0,19.03,8,150,30000,0.7452,M802,0
20.65,68.9,726.53,9,1,36,12.0,19.15,8,150,30000,0.7381,M802,0
20.77,67.3,696.64,9,1,36,11.0,19.27,8,150,30000,0.7051,M802,0
19.82,68.6,714.66,9,1,36,12.0,19.39,8,150,30000,0.8182,M802,0
19.79,73.5,723.89,10,1,36,12.0,19.5,8,150,30000,0.7412,M802,0
20.69,73.0,723.12,10,1,36,12.0,19.61,8,150,30000,0.876,M802,0
21.02,66.7,720.31,10,1,36,12.0,19.72,8,150,30000,0.8872,M802,0
20.01,68.3,718.48,10,1,36,12.0,19.83,8,150,30000,0.835,M802,0
20.55,69.7,713.31,10,1,36,12.0,19.93,8,150,30000,0.8517,M802,0
20.38,67.3,708.15,10,1,36,12.0,20.03,8,150,30000,0.9053,M802,0
20.35,64.4,718.04,11,1,36,12.0,20.12,8,150,30000,0.8729,M802,0
20.12,68.6,409.22,12,1,0,0.0,20.66,10,190,36000,0.1243,M1001,0
20.6,69.2,434.91,12,1,0,1.0,20.82,6,150,30000,0.2814,M604,0
19.8,65.0,428.47,13,1,0,0.0,20.93,6,150,30000,0.1833,M601,0
20.07,67.4,424.12,13,1,0,0.0,20.97,6,140,24000,0.2931,M602,0
20.09,68.4,429.44,14,1,0,0.0,20.95,4,190,36000,0.0964,A403,0
20.63,67.4,442.8,15,1,36,1.0,20.77,6,150,30000,0.0751,M601,0
20.16,68.4,400.0,15,1,36,0.0,20.72,6,150,30000,0.2285,M601,0
19.47,67.9,408.46,15,1,36,0.0,20.66,6,150,30000,0.2264,M601,0
20.73,68.9,744.93,16,1,36,13.0,20.6,6,150,30000,0.8652,M601,0
20.58,63.6,767.09,16,1,36,14.0,20.53,6,150,30000,0.8626,M601,0
20.82,68.4,786.37,16,1,36,15.0,20.46,6,150,30000,1.0321,M601,0
20.81,65.3,440.91,16,1,0,1.0,20.38,6,150,30000,0.0533,M604,0
20.35,76.9,770.43,16,1,36,14.0,20.38,6,150,30000,0.9439,M601,0
20.82,75.9,756.92,16,1,36,13.0,20.3,6,150,30000,0.7322,M601,0
20.78,70.8,758.58,16,1,36,14.0,20.21,6,150,30000,0.9423,M601,0
20.93,69.0,772.72,17,1,36,14.0,20.12,6,150,30000,0.7548,M601,0
20.13,69.1,761.76,17,1,36,14.0,20.03,6,150,30000,0.9003,M601,0
19.92,65.4,419.32,17,1,0,0.0,19.93,10,190,36000,0.2577,M1001,0
20.57,68.1,783.67,17,1,36,15.0,19.93,6,150,30000,0.9496,M601,0
20.63,67.8,775.85,17,1,36,14.0,19.83,6,150,30000,0.9692,M601,0
20.74,67.7,761.82,17,1,36,14.0,19.72,6,150,30000,0.8499,M601,0
19.88,63.8,453.72,17,1,0,1.0,19.61,8,150,30000,0.0986,M802,0
20.57,72.4,779.04,17,1,36,14.0,19.61,6,150,30000,0.775,M601,0
20.59,74.3,749.89,18,1,36,13.0,19.5,6,150,30000,0.8758,M601,0
20.11,69.7,424.81,19,1,36,0.0,18.39,6,140,24000,0.0133,M602,0
19.68,64.2,433.23,19,1,36,1.0,18.26,6,140,24000,0.1891,M602,0
19.68,68.0,412.13,19,1,36,0.0,18.13,6,140,24000,0.0,M602,0
20.0,64.3,625.77,20,1,36,8.0,18.0,6,140,24000,0.3388,M602,0
20.51,73.0,603.52,20,1,36,7.0,17.87,6,140,24000,0.3179,M602,0
19.81,66.6,648.04,20,1,36,9.0,17.74,6,140,24000,0.5145,M602,0
20.25,72.0,619.8,20,1,36,8.0,17.61,6,140,24000,0.5022,M602,0
20.65,67.3,400.0,20,1,0,0.0,17.48,4,190,36000,0.0,A403,0
20.15,72.8,419.27,20,1,0,0.0,17.48,6,150,30000,0.0,M601,0
20.28,65.6,599.32,20,1,36,7.0,17.48,6,140,24000,0.1723,M602,0
20.35,66.9,622.62,20,1,36,8.0,17.35,6,140,24000,0.4631,M602,0
20.09,66.6,604.65,21,1,36,7.0,17.22,6,140,24000,0.2797,M602,0
20.13,68.4,587.28,21,1,36,7.0,17.1,6,140,24000,0.2347,M602,0
20.48,68.8,614.37,21,1,36,8.0,16.97,6,140,24000,0.3239,M602,0
20.6,67.0,631.49,21,1,36,8.0,16.85,6,140,24000,0.1233,M602,0
19.96,70.8,630.64,21,1,36,8.0,16.73,6,140,24000,0.1899,M602,0
20.55,67.0,602.6,21,1,36,7.0,16.61,6,140,24000,0.3612,M602,0
20.49,70.4,432.57,21,1,0,1.0,16.61,8,150,30000,0.0783,M802,0
19.63,74.3,613.02,22,1,36,8.0,16.5,6,140,24000,0.3138,M602,0
19.85,66.6,447.73,23,1,0,1.0,15.88,6,140,24000,0.0,M602,0
20.03,71.0,433.14,0,2,0,1.0,15.4,6,150,30000,0.078,M601,0
20.15,68.8,406.27,0,2,0,0.0,15.23,4,190,36000,0.1381,A403,0
20.28,65.8,438.72,2,2,0,1.0,15.03,10,190,36000,0.0,M1001,0
19.71,74.7,407.57,3,2,0,0.0,15.1,4,190,36000,0.0,A403,0
20.01,69.8,414.81,3,2,0,0.0,15.28,10,190,36000,0.0,M1001,0
20.16,65.3,400.0,4,2,0,0.0,15.7,6,150,30000,0.0246,M604,0
20.01,63.4,413.42,5,2,0,0.0,15.88,6,150,30000,0.0,M604,0
19.73,71.7,415.98,8,2,0,0.0,18.26,6,150,30000,0.0,M601,0
20.09,67.9,414.97,9,2,0,0.0,19.15,10,190,36000,0.0079,M1001,0
20.2,70.6,417.16,9,2,0,0.0,19.27,6,150,30000,0.0668,M601,0
19.51,67.5,418.01,11,2,0,0.0,20.3,6,140,24000,0.0707,M602,0
19.35,64.4,424.38,13,2,0,0.0,21.0,8,150,30000,0.182,M802,0
20.76,67.2,431.28,13,2,0,0.0,21.0,6,140,24000,0.1526,M602,0
20.46,63.6,418.68,20,2,0,0.0,18.0,8,150,30000,0.048,M802,0
20.14,71.4,457.42,22,2,0,1.0,16.07,8,150,30000,0.0,M802,0
20.44,68.5,425.59,23,2,0,0.0,15.7,4,190,36000,0.0,A403,0
19.54,67.9,430.43,23,2,0,0.0,15.62,6,150,30000,0.0814,M604,0
20.02,67.7,419.46,23,2,0,0.0,15.47,6,140,24000,0.0,M602,0
19.25,75.2,414.74,1,3,0,0.0,15.07,6,140,24000,0.0,M602,0
20.54,68.3,435.27,3,3,0,1.0,15.34,6,150,30000,0.0986,M601,0
20.87,65.3,400.0,3,3,0,0.0,15.34,10,190,36000,0.0175,M1001,0
19.94,66.2,433.59,4,3,0,1.0,15.54,6,150,30000,0.0381,M601,0
19.92,66.1,404.45,5,3,0,0.0,16.17,6,150,30000,0.0133,M604,0
19.62,63.9,416.71,6,3,0,0.0,16.73,6,140,24000,0.0,M602,0
19.42,69.1,419.62,7,3,0,0.0,17.61,6,140,24000,0.0327,M602,0
20.35,65.2,411.06,10,3,0,0.0,19.61,6,150,30000,0.1937,M601,0
20.45,69.5,442.76,13,3,0,1.0,20.95,8,150,30000,0.308,M802,0
20.15,72.1,450.29,13,3,0,1.0,20.95,10,190,36000,0.1613,M1001,0
20.11,68.0,430.15,14,3,0,0.0,21.0,10,190,36000,0.2348,M1001,0
20.06,66.2,438.94,16,3,0,1.0,20.3,6,150,30000,0.1147,M604,0
20.22,69.2,423.86,17,3,0,0.0,20.12,4,190,36000,0.1053,A403,0
20.18,70.6,443.06,17,3,0,1.0,19.61,8,150,30000,0.1796,M802,0
19.37,66.7,420.18,18,3,0,0.0,19.39,4,190,36000,0.0,A403,0
20.25,74.4,415.42,18,3,28,0.0,19.15,10,190,36000,0.1862,M1001,0
20.04,66.7,460.05,18,3,28,2.0,19.03,10,190,36000,0.2032,M1001,0
20.25,69.1,435.42,18,3,28,1.0,18.9,10,190,36000,0.1938,M1001,0
20.56,70.6,921.37,19,3,28,20.0,18.78,10,190,36000,1.3968,M1001,0
20.63,68.1,924.67,19,3,28,20.0,18.65,10,190,36000,1.4442,M1001,0
21.27,73.8,926.63,19,3,28,20.0,18.52,10,190,36000,1.4228,M1001,0
20.65,67.6,935.63,19,3,28,21.0,18.39,10,190,36000,1.2649,M1001,0
21.2,71.6,899.88,19,3,28,19.0,18.26,10,190,36000,1.2476,M1001,0
21.26,69.1,939.12,19,3,28,21.0,18.13,10,190,36000,1.1934,M1001,0
20.92,76.1,898.81,20,3,28,19.0,18.0,10,190,36000,1.1013,M1001,0
20.54,70.1,921.13,20,3,28,20.0,17.87,10,190,36000,1.2543,M1001,0
21.16,70.2,927.13,20,3,28,20.0,17.74,10,190,36000,1.2703,M1001,0
20.51,73.6,913.18,20,3,28,20.0,17.61,10,190,36000,1.3003,M1001,0
20.4,67.4,431.84,20,3,0,0.0,17.61,6,150,30000,0.0,M604,0
20.98,67.9,913.02,20,3,28,20.0,17.48,10,190,36000,1.2229,M1001,0
20.76,70.5,916.93,20,3,28,20.0,17.35,10,190,36000,1.2051,M1001,0
21.06,72.5,890.89,21,3,28,19.0,17.22,10,190,36000,1.1502,M1001,0
20.11,73.2,912.2,21,3,28,20.0,17.1,10,190,36000,1.2312,M1001,0
20.57,68.0,910.53,21,3,28,20.0,16.97,10,190,36000,1.0755,M1001,0
20.75,71.0,896.94,21,3,28,19.0,16.85,10,190,36000,1.3516,M1001,0
20.6,70.6,926.27,21,3,28,20.0,16.73,10,190,36000,1.1039,M1001,0
21.24,65.1,960.6,21,3,28,22.0,16.61,10,190,36000,1.1856,M1001,0
20.92,65.3,914.4,22,3,28,20.0,16.5,10,190,36000,1.0654,M1001,0
19.95,70.5,400.0,23,3,0,0.0,15.88,8,150,30000,0.0582,M802,0
19.73,66.0,420.48,23,3,0,0.0,15.79,4,190,36000,0.0412,A403,0
19.8,63.5,416.62,1,4,0,0.0,15.05,6,150,30000,0.0,M604,0
20.37,68.9,411.21,3,4,0,0.0,15.34,8,150,30000,0.1155,M802,0
20.22,64.8,432.45,4,4,0,0.0,15.54,6,150,30000,0.0021,M604,0
19.67,70.0,411.35,7,4,0,0.0,17.87,6,150,30000,0.1208,M601,0
20.19,66.1,410.57,8,4,0,0.0,18.13,4,190,36000,0.1171,A403,0
19.86,69.5,411.88,8,4,0,0.0,18.52,8,150,30000,0.0,M802,0
19.45,68.7,425.37,9,4,0,0.0,18.9,4,190,36000,0.0,A403,0
20.28,67.8,422.24,9,4,0,0.0,19.27,10,190,36000,0.0095,M1001,0
19.88,68.6,426.33,11,4,0,0.0,20.21,10,190,36000,0.1773,M1001,0
20.65,65.9,426.65,11,4,0,0.0,20.3,6,140,24000,0.1268,M602,0
19.86,71.2,446.81,12,4,0,1.0,20.66,10,190,36000,0.2869,M1001,0
20.41,68.5,418.44,14,4,0,0.0,20.97,6,140,24000,0.0938,M602,0
20.66,72.4,429.21,15,4,0,0.0,20.9,8,150,30000,0.224,M802,0
20.15,69.0,405.1,15,4,36,0.0,20.77,6,150,30000,0.2687,M604,0
19.71,66.5,417.2,15,4,0,0.0,20.77,6,140,24000,0.0413,M602,0
19.96,64.8,426.4,15,4,36,0.0,20.72,6,150,30000,0.1379,M604,0
19.6,65.1,424.9,15,4,0,0.0,20.72,4,190,36000,0.1817,A403,0
19.62,66.6,404.83,15,4,36,0.0,20.66,6,150,30000,0.1399,M604,0
20.39,72.2,411.01,15,4,0,0.0,20.66,6,150,30000,0.1345,M601,0
20.82,71.3,760.57,16,4,36,14.0,20.6,6,150,30000,1.1262,M604,0
20.92,67.5,767.39,16,4,36,14.0,20.53,6,150,30000,1.0833,M604,0
20.81,68.2,746.23,16,4,36,13.0,20.46,6,150,30000,0.9848,M604,0
20.6,70.4,762.37,16,4,36,14.0,20.38,6,150,30000,0.9113,M604,0
20.33,68.8,773.29,16,4,36,14.0,20.3,6,150,30000,1.1469,M604,0
20.41,69.7,736.29,16,4,36,13.0,20.21,6,150,30000,0.9316,M604,0
20.87,67.8,764.79,17,4,36,14.0,20.12,6,150,30000,0.8795,M604,0
20.74,68.8,772.71,17,4,36,14.0,20.03,6,150,30000,0.8936,M604,0
20.58,64.1,774.82,17,4,36,14.0,19.93,6,150,30000,0.8757,M604,0
20.11,60.1,787.37,17,4,36,15.0,19.83,6,150,30000,1.1365,M604,0
20.84,68.3,759.5,17,4,36,14.0,19.72,6,150,30000,0.9194,M604,0
20.5,76.8,777.03,17,4,36,14.0,19.61,6,150,30000,0.9018,M604,0
20.99,63.5,744.76,18,4,36,13.0,19.5,6,150,30000,0.6223,M604,0
19.89,67.8,418.98,18,4,0,0.0,19.03,6,150,30000,0.1166,M601,0
19.54,66.1,423.8,19,4,28,0.0,18.39,10,190,36000,0.0,M1001,0
19.51,68.8,425.26,19,4,28,0.0,18.26,10,190,36000,0.0,M1001,0
20.13,66.0,408.83,19,4,28,0.0,18.13,10,190,36000,0.0573,M1001,0
20.27,70.7,415.21,20,4,0,0.0,18.0,6,150,30000,0.0,M604,0
20.77,71.0,1221.74,20,4,28,32.0,18.0,10,190,36000,1.9858,M1001,0
20.75,72.0,1227.61,20,4,28,32.0,17.87,10,190,36000,2.0087,M1001,0
21.51,64.5,1225.05,20,4,28,32.0,17.74,10,190,36000,1.7758,M1001,0
21.41,75.8,1223.4,20,4,28,32.0,17.61,10,190,36000,1.9081,M1001,0
21.34,75.3,1203.26,20,4,28,31.0,17.48,10,190,36000,1.7331,M1001,0
20.94,68.7,1205.58,20,4,28,31.0,17.35,10,190,36000,1.854,M1001,0
21.87,77.4,1240.95,21,4,28,33.0,17.22,10,190,36000,1.8982,M1001,0
20.76,76.2,1223.15,21,4,28,32.0,17.1,10,190,36000,1.6608,M1001,0
20.54,65.3,1230.36,21,4,28,32.0,16.97,10,190,36000,1.9141,M1001,0
21.47,72.7,1235.49,21,4,28,33.0,16.85,10,190,36000,1.8003,M1001,0
21.07,77.0,1244.2,21,4,28,33.0,16.73,10,190,36000,1.7305,M1001,0
20.9,68.7,1210.9,21,4,28,32.0,16.61,10,190,36000,1.7598,M1001,0
21.03,73.5,1221.33,22,4,28,32.0,16.5,10,190,36000,1.6941,M1001,0
19.74,66.7,449.9,0,5,0,1.0,15.4,4,190,36000,0.0,A403,0
20.36,66.1,414.88,3,5,0,0.0,15.1,6,140,24000,0.0,M602,0
20.03,68.4,439.54,7,5,0,1.0,17.48,6,140,24000,0.0,M602,0
19.81,67.5,429.02,7,5,0,0.0,17.87,8,150,30000,0.095,M802,0
20.04,64.5,445.21,9,5,0,1.0,19.15,6,150,30000,0.1278,M604,0
20.42,69.7,431.84,9,5,0,0.0,19.27,6,150,30000,0.037,M601,0
19.72,66.3,433.35,10,5,0,1.0,19.61,4,190,36000,0.2355,A403,0
19.75,70.2,405.77,10,5,0,0.0,20.03,6,150,30000,0.0112,M601,0
19.93,66.6,405.47,15,5,0,0.0,20.9,6,150,30000,0.1324,M604,0
20.04,67.6,415.04,16,5,0,0.0,20.46,6,150,30000,0.2864,M601,0
19.67,67.2,434.42,17,5,0,1.0,20.03,10,190,36000,0.2074,M1001,0
19.5,69.0,402.53,17,5,0,0.0,19.93,4,190,36000,0.2228,A403,0
19.92,74.8,423.72,18,5,0,0.0,19.39,6,150,30000,0.0933,M604,0
19.97,68.5,411.78,19,5,0,0.0,18.26,8,150,30000,0.0,M802,0
20.32,65.5,410.46,19,5,0,0.0,18.13,10,190,36000,0.0,M1001,0
20.04,69.5,424.05,21,5,0,0.0,16.85,6,140,24000,0.0046,M602,0
19.7,67.6,415.56,22,5,0,0.0,16.28,8,150,30000,0.0,M802,0
20.26,71.7,400.12,23,5,0,0.0,15.47,10,190,36000,0.0,M1001,0
19.87,61.1,425.26,1,6,0,0.0,15.05,4,190,36000,0.0,A403,0
19.82,71.3,412.07,2,6,0,0.0,15.0,6,140,24000,0.0,M602,0
19.43,67.6,440.95,5,6,0,1.0,15.88,8,150,30000,0.0505,M802,0
20.32,68.2,433.51,5,6,0,1.0,15.88,4,190,36000,0.0692,A403,0
20.13,72.1,419.06,6,6,0,0.0,16.97,6,150,30000,0.0582,M604,0
19.51,69.1,430.34,7,6,0,0.0,17.74,6,150,30000,0.0,M601,0
19.76,66.7,424.79,7,6,0,0.0,17.87,10,190,36000,0.0627,M1001,0
19.98,66.1,410.46,8,6,0,0.0,18.39,10,190,36000,0.025,M1001,0
19.82,69.7,400.0,9,6,0,0.0,18.9,4,190,36000,0.0,A403,0
20.09,61.4,422.49,11,6,0,0.0,20.21,8,150,30000,0.1519,M802,0
20.05,69.1,400.0,12,6,0,0.0,20.6,6,150,30000,0.2116,M604,0
20.22,70.1,435.85,13,6,0,1.0,20.95,6,150,30000,0.2694,M604,0
20.33,62.1,410.47,14,6,0,0.0,20.97,6,150,30000,0.2256,M601,0
19.58,71.6,422.39,18,6,0,0.0,19.27,8,150,30000,0.1577,M802,0
20.07,68.2,417.35,18,6,0,0.0,19.15,10,190,36000,0.1527,M1001,0
20.03,66.3,411.61,20,6,0,0.0,17.74,6,150,30000,0.0,M601,0
19.96,69.5,425.31,21,6,0,0.0,16.97,6,140,24000,0.0,M602,0
20.04,66.8,419.02,22,6,0,0.0,16.39,6,140,24000,0.0,M602,0
20.46,67.4,400.0,0,0,0,0.0,15.4,8,150,30000,0.0268,M802,0
19.29,65.7,424.94,0,0,0,0.0,15.14,4,190,36000,0.0,A403,0
19.73,66.3,416.51,2,0,0,0.0,15.0,8,150,30000,0.0532,M802,0
20.03,65.3,410.79,2,0,0,0.0,15.07,6,150,30000,0.0621,M604,0
19.52,65.9,411.46,3,0,0,0.0,15.28,10,190,36000,0.0022,M1001,0
19.63,69.6,425.93,6,0,0,0.0,16.61,6,150,30000,0.1487,M604,0
19.77,66.3,419.05,8,0,0,0.0,18.0,4,190,36000,0.0,A403,0
20.1,71.1,400.0,9,0,0,0.0,19.27,10,190,36000,0.1643,M1001,0
20.46,70.0,400.0,11,0,0,0.0,20.38,6,150,30000,0.0963,M601,0
20.09,67.1,405.21,12,0,0,0.0,20.6,4,190,36000,0.092,A403,0
20.56,69.7,421.4,12,0,0,0.0,20.72,10,190,36000,0.2413,M1001,0
20.13,65.4,400.0,14,0,0,0.0,21.0,6,140,24000,0.1112,M602,0
20.44,67.4,400.0,16,0,0,0.0,20.6,6,140,24000,0.2075,M602,0
20.1,70.5,403.59,16,0,0,0.0,20.6,6,150,30000,0.0533,M601,0
20.24,65.6,433.31,16,0,36,1.0,20.38,4,190,36000,0.207,A403,0
